"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","quality_score","p_win","confidence_multiplier"
"PT-d94da929-151525","d94da929d936008e","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:17:31+0530","JSWINFRA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1000","249.68","251.67","251.67","246.8","SL","-1990.0","-0.797","0.404","0.0","1.0"
"PT-425828ff-151525","425828ffff5d2a31","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:17:48+0530","IONEXCHANG","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","719","348.83","351.45","351.45","344.64","SL","-1883.78","-0.7511","0.96","0.0","1.0"
"PT-8c010bbc-151525","8c010bbcf46e1cd4","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:19:57+0530","NAM-INDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","278","897.55","904.74","904.74","887.22","SL","-1998.82","-0.8011","0.8904","0.0","1.0"
"PT-d145318f-151525","d145318fa721536c","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","AWL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1386","180.34","180.04","181.69","178.18","EOD_CLOSE","415.8","0.1664","0.7465","0.0","1.0"
"PT-788f010c-122747","788f010cedfc8719","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 15:20:01+0530","DPABHUSHAN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","216","1152.42","1149.5","1161.65","1139.16","EOD_CLOSE","630.72","0.2534","0.559","0.0","1.0"
"PT-62d78161-151525","62d78161ce184964","2026-03-02 11:00:00+05:30","2026-03-02 11:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","GHCL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","534","468.12","468.25","471.63","462.5","EOD_CLOSE","-69.42","-0.0278","0.8824","0.0","1.0"
"
"PT-fc6d2474-122747","fc6d2474d99ecf43","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 15:20:01+0530","GNFC","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","564","440.93","440.95","444.24","435.64","EOD_CLOSE","-11.28","-0.0045","0.56","0.0","1.0"
"PT-11059266-151525","11059266bff5be87","2026-03-02 12:45:00+05:30","2026-03-02 12:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","ORIENTCEM","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1676","150.79","151.45","151.92","148.98","EOD_CLOSE","-1106.16","-0.4377","0.7979","0.0","1.0"
"PT-cf1031c7-151525","cf1031c7bb413c5a","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","PAYTM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","235","1058.77","1063.7","1066.71","1046.06","EOD_CLOSE","-1158.55","-0.4656","0.7399","0.0","1.0"
"PT-f3386e73-151525","f3386e73cdcdaf52","2026-03-02 11:30:00+05:30","2026-03-02 11:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","JAGRAN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","4006","62.81","62.83","63.28","62.06","EOD_CLOSE","-80.12","-0.0318","0.3979","0.0","1.0"
"PT-6ea0d0d5-151525","6ea0d0d5874ef988","2026-03-02 11:15:00+05:30","2026-03-02 11:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","BHARATRAS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","171","1464.57","1467.0","1475.56","1446.99","EOD_CLOSE","-415.53","-0.1659","0.4318","0.0","1.0"
"PT-84da0a78-123044","84da0a7855b75c09","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:30:44+0530","2026-03-02 15:20:01+0530","HARSHA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","694","359.57","359.05","362.27","355.25","EOD_CLOSE","360.88","0.1446","0.6895","0.0","1.0"
"PT-4c1a1295-151525","4c1a1295287b9893","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:01+0530","LINDEINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","37","6648.67","6680.0","6698.54","6568.89","EOD_CLOSE","-1159.21","-0.4712","0.5106","0.0","1.0"
"PT-b43ac7f0-122747","b43ac7f0db06f575","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 15:20:02+0530","APOLLO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1168","215.41","214.02","217.03","212.82","EOD_CLOSE","1623.52","0.6453","0.96","0.0","1.0"
"PT-6b5c949b-151525","6b5c949b61de7915","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","JBMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","473","527.94","527.7","532.16","521.86","EOD_CLOSE","113.52","0.0455","0.6041","0.0","1.0"
"PT-627a47dd-122748","627a47dd5a90d185","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 15:20:02+0530","BAYERCROP","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","54","4549.22","4559.9","4583.34","4494.63","EOD_CLOSE","-576.72","-0.2348","0.6912","0.0","1.0"
"PT-403461a4-151525","403461a4d3f5a170","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","SUNTECK","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","637","392.05","390.75","395.19","387.54","EOD_CLOSE","828.1","0.3316","0.5862","0.0","1.0"
"PT-d62938b7-151525","d62938b7ce40410a","2026-03-02 11:00:00+05:30","2026-03-02 11:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","MOTHERSON","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1941","128.75","128.92","129.72","127.2","EOD_CLOSE","-329.97","-0.132","0.7656","0.0","1.0"
"PT-7f26aa00-113053","7f26aa0092764a79","2026-03-02 11:30:00+05:30","2026-03-02 11:30:00+05:30","2026-03-02 11:30:53+0530","2026-03-02 15:20:02+0530","IRMENERGY","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1096","227.83","227.0","229.54","225.09","EOD_CLOSE","909.68","0.3643","0.3791","0.0","1.0"
"PT-9960d4c6-151525","9960d4c6dcc4e9f6","2026-03-02 11:30:00+05:30","2026-03-02 11:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","GRAPHITE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","358","707.15","707.6","712.46","698.66","EOD_CLOSE","-161.1","-0.0636","0.5895","0.0","1.0"
"PT-51a9e8fc-151525","51a9e8fce69992c6","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","IRCON","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1828","136.68","135.84","137.78","135.11","EOD_CLOSE","1535.52","0.6146","0.8159","0.0","1.0"
"PT-13094cae-151525","13094caeff85259b","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:02+0530","M&M","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","75","3338.23","3337.4","3363.27","3298.17","EOD_CLOSE","62.25","0.0249","0.7669","0.0","1.0"
"PT-2223f9a3-124621","2223f9a3a2ebf6dc","2026-03-02 12:45:00+05:30","2026-03-02 12:45:00+05:30","2026-03-02 12:46:21+0530","2026-03-02 15:20:03+0530","POONAWALLA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","571","437.38","438.4","440.66","432.13","EOD_CLOSE","-582.42","-0.2332","0.6244","0.0","1.0"
"PT-389f8b07-113151","389f8b073d3d94ee","2026-03-02 11:30:00+05:30","2026-03-02 11:30:00+05:30","2026-03-02 11:31:51+0530","2026-03-02 15:20:03+0530","CONCOR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","524","478.21","479.4","481.79","472.47","EOD_CLOSE","-623.56","-0.2488","0.6675","0.0","1.0"
"PT-4e62d789-122748","4e62d7899596c4df","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 15:20:03+0530","IEX","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2061","121.22","121.58","122.19","119.82","EOD_CLOSE","-741.96","-0.297","0.9317","0.0","1.0"
"PT-51ae09e7-122748","51ae09e767123137","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 15:20:03+0530","IREDA","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","2155","115.91","115.94","116.84","114.58","EOD_CLOSE","-64.65","-0.0259","0.7436","0.0","1.0"
"PT-26e28f6d-151525","26e28f6d79de9ec8","2026-03-02 11:00:00+05:30","2026-03-02 11:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","GMRAIRPORT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2579","96.53","96.6","97.26","95.37","EOD_CLOSE","-180.53","-0.0725","0.5825","0.0","1.0"
"PT-1d1b5e92-151525","1d1b5e922c970c50","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","AZAD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","152","1672.86","1673.9","1685.4","1652.79","EOD_CLOSE","-158.08","-0.0622","0.7959","0.0","1.0"
"PT-cabde925-151525","cabde9252acd50a9","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","SWSOLAR","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1324","189.59","189.5","191.02","187.32","EOD_CLOSE","119.16","0.0475","0.5704","0.0","1.0"
"PT-76fcb622-111643","76fcb622c40ccbc6","2026-03-02 11:15:00+05:30","2026-03-02 11:15:00+05:30","2026-03-02 11:16:43+0530","2026-03-02 15:20:04+0530","VPRPL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","5953","41.97","42.0","42.28","41.47","EOD_CLOSE","-178.59","-0.0715","0.7276","0.0","1.0"
"PT-319712d6-151525","319712d620094226","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","HFCL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","3799","67.16","67.27","67.66","66.35","EOD_CLOSE","-417.89","-0.1638","0.5492","0.0","1.0"
"PT-ed58168f-151525","ed58168ffb8fd185","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","ADANIGREEN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","280","903.55","907.45","910.33","892.71","EOD_CLOSE","-1092.0","-0.4316","0.903","0.0","1.0"
"PT-6025707e-151525","6025707ef61709bd","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","KPITTECH","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","333","753.37","754.7","759.02","744.33","EOD_CLOSE","-442.89","-0.1765","0.4174","0.0","1.0"
"PT-9a26af33-151525","9a26af3385a65860","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","KECL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2929","85.34","85.49","85.98","84.32","EOD_CLOSE","-439.35","-0.1758","0.5787","0.0","1.0"
"PT-f231ef06-151525","f231ef06e9b4cc4d","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","ABREL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","200","1256.87","1262.0","1266.3","1241.79","EOD_CLOSE","-1026.0","-0.4082","0.6033","0.0","1.0"
"PT-0b177613-151525","0b1776136592bd8b","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","JIOFIN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1010","249.38","249.55","251.26","246.39","EOD_CLOSE","-171.7","-0.0682","0.8135","0.0","1.0"
"PT-e9b3b5d2-151525","e9b3b5d2652677b6","2026-03-02 10:30:00+05:30","2026-03-02 10:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:20:04+0530","ROHLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","715","346.88","346.85","349.48","342.72","EOD_CLOSE","21.45","0.0086","0.3949","0.0","1.0"
